edge_id,source_node_id,target_node_id,relation_type,timestamp,event_id,batch_id,event_type,process_stage,actor_id,facility_id,machine_id,duration_min,input_weight_kg,output_weight_kg,loss_weight_kg,process_status,delay_flag,anomaly_flag,route_variant,time_since_prev_min,capacity_utilization,reroute_flag,rework_flag,estimated_moisture,estimated_humidity_pressure,estimated_temp_stress,condition_score
EDGE-001408,BATCH-2025-0097,MCH-MIL-002,milled_by,2025-06-13T16:02:50+07:00,EVT-001408,BATCH-2025-0097,milling,milling,FAC-JBR-001,FAC-JBR-001,MCH-MIL-002,392,5261.85,3407.56,1854.29,success,1,1,direct_milling,2357.3,0.198,0,0,16.663,0.766,1.676,0.819
EDGE-001409,BATCH-2025-0097,MCH-GRD-X004,finished_by,2025-06-14T06:37:54+07:00,EVT-001409,BATCH-2025-0097,grading,finishing,FAC-JBR-001,FAC-JBR-001,MCH-GRD-X004,104,3407.56,3337.19,70.37,success,0,0,direct_milling,416.06,0.193,0,0,16.663,0.766,1.676,0.326
EDGE-001410,BATCH-2025-0097,FAC-JBR-001,packed_at,2025-06-15T06:30:39+07:00,EVT-001410,BATCH-2025-0097,packing,packing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,137,3337.19,3307.47,29.71,success,0,0,direct_milling,928.76,0.262,1,0,16.663,0.766,1.676,0.262
EDGE-001411,BATCH-2025-0097,VAL-X002,verified_by,2025-06-15T16:35:05+07:00,EVT-001411,BATCH-2025-0097,blockchain_anchor,traceability,VAL-X002,VAL-X002,UNASSIGNED_MACHINE,9,3307.47,3307.47,0.0,warning,0,1,direct_milling,467.43,0.136,0,0,16.663,0.766,1.676,0.648
EDGE-001412,WRH-X004,TRK-X005,loaded_to,2025-06-16T12:51:31+07:00,EVT-001412,BATCH-2025-0097,loading,logistics,WRH-X004,WRH-X004,TRK-X005,139,3307.47,3285.17,22.3,success,0,0,direct_milling,1207.44,0.123,0,0,16.663,0.766,1.676,0.415
EDGE-001413,TRK-X005,DST-BDG-001,delivered_to,2025-06-17T09:44:41+07:00,EVT-001413,BATCH-2025-0097,distribution,distribution,DST-BDG-001,DST-BDG-001,TRK-X005,1304,3285.17,3267.17,18.0,success,0,0,direct_milling,1114.17,0.036,0,0,16.663,0.766,1.676,0.313
EDGE-001414,DST-BDG-001,RTL-PLG-001,supplied_to,2025-06-19T09:31:05+07:00,EVT-001414,BATCH-2025-0097,retail_delivery,retail,RTL-PLG-001,RTL-PLG-001,UNASSIGNED_MACHINE,529,3267.17,3244.55,22.62,success,1,1,direct_milling,1562.4,0.432,0,0,16.663,0.766,1.676,0.361
EDGE-001415,FAR-JBR-002,BATCH-2025-0098,produces,2025-02-26T22:25:00+07:00,EVT-001415,BATCH-2025-0098,harvest,harvest,FAR-JBR-002,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,112,0.0,2507.8,0.0,success,0,0,qc_before_storage,0.0,0.0,0,0,29.08,0.863,0.0,0.863
EDGE-001416,BATCH-2025-0098,FAC-JBR-001,arrives_at,2025-02-28T16:17:00+07:00,EVT-001416,BATCH-2025-0098,weighing,weighing,FAR-JBR-002,FAC-JBR-001,UNASSIGNED_MACHINE,48,2507.8,2499.47,8.33,delayed,1,0,qc_before_storage,2400.0,0.252,0,0,29.08,0.863,0.0,0.863
EDGE-001417,BATCH-2025-0098,MCH-DRY-001,processed_by,2025-03-02T06:31:28+07:00,EVT-001417,BATCH-2025-0098,drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-001,582,2499.47,2285.03,214.44,warning,1,1,qc_before_storage,1897.48,0.085,0,0,18.708,0.6,1.131,1.19
EDGE-001418,BATCH-2025-0098,LAB-JBR-001,quality_checked_by,2025-03-03T06:20:11+07:00,EVT-001418,BATCH-2025-0098,quality_check,quality_check,LAB-JBR-001,LAB-JBR-001,UNASSIGNED_MACHINE,73,2285.03,2285.03,0.0,warning,0,1,qc_before_storage,815.71,0.039,0,1,19.014,0.6,1.131,1.357
EDGE-001419,BATCH-2025-0098,MCH-DRY-X002,reprocessed_by,2025-03-05T11:34:31+07:00,EVT-001419,BATCH-2025-0098,re_drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-X002,276,2285.03,2230.53,54.5,warning,1,0,qc_before_storage,3121.33,0.068,0,1,15.419,0.503,1.212,1.659
EDGE-001420,BATCH-2025-0098,LAB-X010,quality_checked_by,2025-03-07T06:02:36+07:00,EVT-001420,BATCH-2025-0098,inspection,quality_check,LAB-X010,LAB-X010,UNASSIGNED_MACHINE,92,2230.53,2230.53,0.0,warning,1,1,qc_before_storage,1930.09,0.061,1,0,15.738,0.503,1.212,0.686
EDGE-001421,BATCH-2025-0098,WRH-X002,stored_at,2025-03-07T23:25:09+07:00,EVT-001421,BATCH-2025-0098,storage,storage,WRH-X002,WRH-X002,UNASSIGNED_MACHINE,3691,2230.53,2208.45,22.08,delayed,1,1,qc_before_storage,950.55,0.022,0,0,16.19,0.81,1.212,0.513
EDGE-001422,BATCH-2025-0098,LAB-X002,quality_checked_by,2025-03-11T06:34:25+07:00,EVT-001422,BATCH-2025-0098,quality_check,quality_check,LAB-X002,LAB-X002,UNASSIGNED_MACHINE,36,2208.45,2208.45,0.0,warning,0,1,qc_before_storage,909.27,0.078,0,0,16.356,0.81,1.212,1.162
EDGE-001423,BATCH-2025-0098,FAC-JBR-001,reprocessed_at,2025-03-12T06:09:09+07:00,EVT-001423,BATCH-2025-0098,reprocessing,reprocessing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,166,2208.45,2172.72,35.73,warning,0,0,qc_before_storage,1292.74,0.252,0,1,15.344,0.81,1.212,1.088
EDGE-001424,BATCH-2025-0098,LAB-X002,quality_checked_by,2025-03-13T06:29:13+07:00,EVT-001424,BATCH-2025-0098,quality_check,quality_check,LAB-X002,LAB-X002,UNASSIGNED_MACHINE,104,2172.72,2172.72,0.0,failed,0,0,qc_before_storage,943.06,0.133,0,0,15.472,0.81,1.212,0.907
EDGE-001425,BATCH-2025-0098,MCH-MIL-X002,milled_by,2025-03-14T09:28:13+07:00,EVT-001425,BATCH-2025-0098,milling,milling,FAC-JBR-001,FAC-JBR-001,MCH-MIL-X002,503,2172.72,1361.61,811.11,warning,1,1,qc_before_storage,1514.99,0.065,0,0,15.472,0.81,3.122,0.576
EDGE-001426,BATCH-2025-0098,FAC-JBR-001,packed_at,2025-03-15T12:33:52+07:00,EVT-001426,BATCH-2025-0098,packing,packing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,111,1361.61,1350.44,11.17,success,0,0,qc_before_storage,1122.65,0.252,0,0,15.472,0.81,3.122,0.27
EDGE-001427,BATCH-2025-0098,VAL-X002,verified_by,2025-03-16T02:40:43+07:00,EVT-001427,BATCH-2025-0098,blockchain_anchor,traceability,VAL-X002,VAL-X002,UNASSIGNED_MACHINE,8,1350.44,1350.44,0.0,success,0,0,qc_before_storage,735.86,0.14,0,0,15.472,0.81,3.122,1.249
EDGE-001428,WRH-X002,TRK-X008,loaded_to,2025-03-17T06:18:42+07:00,EVT-001428,BATCH-2025-0098,loading,logistics,WRH-X002,WRH-X002,TRK-X008,117,1350.44,1343.07,7.37,warning,1,1,qc_before_storage,1649.98,0.043,0,0,15.472,0.81,3.122,0.739
EDGE-001429,TRK-X008,DST-X002,delivered_to,2025-03-18T03:27:34+07:00,EVT-001429,BATCH-2025-0098,distribution,distribution,DST-X002,DST-X002,TRK-X008,500,1343.07,1339.85,3.22,delayed,1,0,qc_before_storage,1151.86,0.02,0,0,15.472,0.81,3.122,0.707
EDGE-001430,DST-X002,RTL-YOG-001,supplied_to,2025-03-19T20:10:20+07:00,EVT-001430,BATCH-2025-0098,retail_delivery,retail,RTL-YOG-001,RTL-YOG-001,UNASSIGNED_MACHINE,149,1339.85,1333.73,6.13,delayed,1,0,qc_before_storage,1942.77,0.059,0,0,15.472,0.81,3.122,0.657
EDGE-001431,FAR-JTG-005,BATCH-2025-0099,produces,2025-03-06T13:55:00+07:00,EVT-001431,BATCH-2025-0099,harvest,harvest,FAR-JTG-005,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,187,0.0,3008.8,0.0,success,0,0,standard,0.0,0.0,0,0,29.77,0.441,0.0,0.441
EDGE-001432,BATCH-2025-0099,FAC-JTG-001,arrives_at,2025-03-07T13:02:00+07:00,EVT-001432,BATCH-2025-0099,weighing,weighing,FAR-JTG-005,FAC-JTG-001,UNASSIGNED_MACHINE,63,3008.8,3014.74,0.0,success,0,1,standard,1200.0,0.138,0,0,29.77,0.441,0.0,0.441
EDGE-001433,BATCH-2025-0099,MCH-DRY-002,processed_by,2025-03-08T06:31:38+07:00,EVT-001433,BATCH-2025-0099,drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-002,872,3014.74,2763.52,251.22,warning,0,0,standard,903.64,0.29,0,0,17.999,0.238,0.744,0.822
EDGE-001434,BATCH-2025-0099,LAB-X003,quality_checked_by,2025-03-11T08:46:16+07:00,EVT-001434,BATCH-2025-0099,inspection,quality_check,LAB-X003,LAB-X003,UNASSIGNED_MACHINE,68,2763.52,2763.52,0.0,success,1,0,standard,3582.62,0.129,0,0,17.999,0.238,0.744,0.808
EDGE-001435,BATCH-2025-0099,WRH-JTG-001,stored_at,2025-03-11T16:45:04+07:00,EVT-001435,BATCH-2025-0099,storage,storage,WRH-JTG-001,WRH-JTG-001,UNASSIGNED_MACHINE,2571,2763.52,2731.62,31.91,success,0,0,standard,410.8,0.046,0,0,18.114,0.645,0.744,0.258
EDGE-001436,BATCH-2025-0099,MCH-MIL-X004,milled_by,2025-03-14T06:26:52+07:00,EVT-001436,BATCH-2025-0099,milling,milling,FAC-JTG-001,FAC-JTG-001,MCH-MIL-X004,187,2731.62,1639.59,1092.02,warning,0,0,standard,627.81,0.063,0,0,18.114,0.645,2.367,0.984
EDGE-001437,BATCH-2025-0099,MCH-GRD-X010,finished_by,2025-03-16T10:11:04+07:00,EVT-001437,BATCH-2025-0099,grading,finishing,FAC-JTG-001,FAC-JTG-001,MCH-GRD-X010,175,1639.59,1602.71,36.88,success,1,0,standard,2917.2,0.089,1,0,18.114,0.645,2.367,0.405
EDGE-001438,BATCH-2025-0099,FAC-JTG-001,packed_at,2025-03-18T17:43:08+07:00,EVT-001438,BATCH-2025-0099,packing,packing,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,169,1602.71,1587.28,15.43,success,1,0,standard,3157.07,0.138,0,0,18.114,0.645,2.367,0.196
EDGE-001439,BATCH-2025-0099,VAL-001,verified_by,2025-03-19T02:43:57+07:00,EVT-001439,BATCH-2025-0099,blockchain_anchor,traceability,VAL-001,VAL-001,UNASSIGNED_MACHINE,11,1587.28,1587.28,0.0,success,0,0,standard,371.81,0.091,0,0,18.114,0.645,2.367,0.232
EDGE-001440,WRH-JTG-001,TRK-X006,loaded_to,2025-03-19T13:51:37+07:00,EVT-001440,BATCH-2025-0099,loading,logistics,WRH-JTG-001,WRH-JTG-001,TRK-X006,149,1587.28,1581.82,5.46,success,0,1,standard,656.67,0.025,0,0,18.114,0.645,2.367,0.371
EDGE-001441,TRK-X006,DST-X001,delivered_to,2025-03-20T01:34:14+07:00,EVT-001441,BATCH-2025-0099,distribution,distribution,DST-X001,DST-X001,TRK-X006,1121,1581.82,1570.76,11.06,success,0,0,standard,553.62,0.023,0,0,18.114,0.645,2.367,0.308
EDGE-001442,DST-X001,RTL-MTR-001,supplied_to,2025-03-21T16:36:52+07:00,EVT-001442,BATCH-2025-0099,retail_delivery,retail,RTL-MTR-001,RTL-MTR-001,UNASSIGNED_MACHINE,238,1570.76,1562.95,7.81,delayed,1,0,standard,1221.63,0.29,0,0,18.114,0.645,2.367,0.321
EDGE-001443,FAR-JTG-005,BATCH-2025-0100,produces,2025-02-26T17:18:00+07:00,EVT-001443,BATCH-2025-0100,harvest,harvest,FAR-JTG-005,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,121,0.0,3101.6,0.0,success,0,0,direct_milling,0.0,0.0,0,0,27.04,0.332,0.0,0.332
EDGE-001444,BATCH-2025-0100,FAC-JTG-001,arrives_at,2025-02-27T13:19:00+07:00,EVT-001444,BATCH-2025-0100,weighing,weighing,FAR-JTG-005,FAC-JTG-001,UNASSIGNED_MACHINE,35,3101.6,3096.01,5.59,success,0,0,direct_milling,1080.0,0.212,0,0,27.04,0.332,0.0,0.332
EDGE-001445,BATCH-2025-0100,MCH-DRY-002,processed_by,2025-02-27T20:49:53+07:00,EVT-001445,BATCH-2025-0100,drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-002,667,3096.01,2813.31,282.7,success,0,0,direct_milling,415.89,0.366,0,0,16.882,0.033,0.358,0.495
EDGE-001446,BATCH-2025-0100,WRH-X004,stored_at,2025-02-28T16:20:24+07:00,EVT-001446,BATCH-2025-0100,storage,storage,WRH-X004,WRH-X004,UNASSIGNED_MACHINE,1371,2813.31,2798.1,15.21,success,0,0,direct_milling,503.52,0.076,0,0,16.882,0.242,0.358,0.068
EDGE-001447,BATCH-2025-0100,VAL-X001,verified_by,2025-03-02T03:36:44+07:00,EVT-001447,BATCH-2025-0100,blockchain_anchor,traceability,VAL-X001,VAL-X001,UNASSIGNED_MACHINE,6,2798.1,2798.1,0.0,success,0,0,direct_milling,745.34,0.095,0,0,16.882,0.242,0.358,0.027
EDGE-001448,BATCH-2025-0100,MCH-MIL-002,milled_by,2025-03-03T06:00:17+07:00,EVT-001448,BATCH-2025-0100,milling,milling,FAC-JTG-001,FAC-JTG-001,MCH-MIL-002,269,2798.1,1660.98,1137.13,success,1,0,direct_milling,1444.56,0.157,0,0,16.882,0.242,1.332,0.635
EDGE-001449,BATCH-2025-0100,VAL-X001,verified_by,2025-03-03T13:47:57+07:00,EVT-001449,BATCH-2025-0100,blockchain_anchor,traceability,VAL-X001,VAL-X001,UNASSIGNED_MACHINE,5,1660.98,1660.98,0.0,success,0,0,direct_milling,198.65,0.121,0,0,16.882,0.242,1.332,0.039
EDGE-001450,BATCH-2025-0100,MCH-GRD-X003,finished_by,2025-03-04T06:09:49+07:00,EVT-001450,BATCH-2025-0100,grading,finishing,FAC-JTG-001,FAC-JTG-001,MCH-GRD-X003,151,1660.98,1614.37,46.6,success,0,0,direct_milling,892.88,0.11,0,0,16.882,0.242,1.332,0.246
EDGE-001451,BATCH-2025-0100,FAC-JTG-001,packed_at,2025-03-04T16:29:21+07:00,EVT-001451,BATCH-2025-0100,packing,packing,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,213,1614.37,1611.03,3.35,success,0,0,direct_milling,468.53,0.212,0,0,16.882,0.242,1.332,0.122
EDGE-001452,BATCH-2025-0100,VAL-002,verified_by,2025-03-05T06:04:39+07:00,EVT-001452,BATCH-2025-0100,blockchain_anchor,traceability,VAL-002,VAL-002,UNASSIGNED_MACHINE,8,1611.03,1611.03,0.0,success,0,0,direct_milling,602.3,0.14,0,0,16.882,0.242,1.332,0.049
EDGE-001453,WRH-X004,TRK-X003,loaded_to,2025-03-07T20:56:26+07:00,EVT-001453,BATCH-2025-0100,loading,logistics,WRH-X004,WRH-X004,TRK-X003,160,1611.03,1608.2,2.83,success,1,0,direct_milling,3763.77,0.025,0,0,16.882,0.242,1.332,0.131
EDGE-001454,TRK-X003,DST-X007,delivered_to,2025-03-08T23:29:24+07:00,EVT-001454,BATCH-2025-0100,distribution,distribution,DST-X007,DST-X007,TRK-X003,1262,1608.2,1597.12,11.08,success,0,0,direct_milling,1432.98,0.021,0,0,16.882,0.242,1.332,0.208
EDGE-001455,DST-X007,RTL-X003,supplied_to,2025-03-10T10:43:55+07:00,EVT-001455,BATCH-2025-0100,retail_delivery,retail,RTL-X003,RTL-X003,UNASSIGNED_MACHINE,449,1597.12,1596.73,0.39,delayed,1,0,direct_milling,852.52,0.43,0,0,16.882,0.242,1.332,0.28
EDGE-001456,FAR-JTM-011,BATCH-2025-0101,produces,2025-03-05T16:00:00+07:00,EVT-001456,BATCH-2025-0101,harvest,harvest,FAR-JTM-011,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,183,0.0,5824.2,0.0,success,0,0,direct_milling,0.0,0.0,0,0,29.86,0.624,0.0,0.624
EDGE-001457,BATCH-2025-0101,FAC-JTM-001,arrives_at,2025-03-07T06:03:00+07:00,EVT-001457,BATCH-2025-0101,weighing,weighing,FAR-JTM-011,FAC-JTM-001,UNASSIGNED_MACHINE,67,5824.2,5804.79,19.41,success,1,0,direct_milling,1620.0,0.188,0,0,29.86,0.624,0.0,0.624
EDGE-001458,BATCH-2025-0101,FAC-JTM-001,cleaned_at,2025-03-07T14:38:47+07:00,EVT-001458,BATCH-2025-0101,cleaning,cleaning,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,115,5804.79,5747.52,57.27,success,0,0,direct_milling,448.79,0.188,0,0,29.824,0.624,0.0,0.219
EDGE-001459,BATCH-2025-0101,MCH-DRY-X005,processed_by,2025-03-08T06:33:55+07:00,EVT-001459,BATCH-2025-0101,drying,drying,FAC-JTM-001,FAC-JTM-001,MCH-DRY-X005,791,5747.52,5265.05,482.47,warning,0,1,direct_milling,328.14,0.241,0,0,18.415,0.417,1.092,1.01
EDGE-001460,BATCH-2025-0101,LAB-X005,quality_checked_by,2025-03-10T06:18:13+07:00,EVT-001460,BATCH-2025-0101,inspection,quality_check,LAB-X005,LAB-X005,UNASSIGNED_MACHINE,94,5265.05,5265.05,0.0,success,1,0,direct_milling,2020.3,0.145,0,1,18.415,0.417,1.092,1.122
EDGE-001461,BATCH-2025-0101,MCH-DRY-X005,reprocessed_by,2025-03-13T07:41:41+07:00,EVT-001461,BATCH-2025-0101,re_drying,drying,FAC-JTM-001,FAC-JTM-001,MCH-DRY-X005,420,5265.05,5143.95,121.1,success,1,0,direct_milling,4309.46,0.429,0,1,15.282,0.349,1.617,1.344
EDGE-001462,BATCH-2025-0101,WRH-X006,stored_at,2025-03-14T07:27:19+07:00,EVT-001462,BATCH-2025-0101,storage,storage,WRH-X006,WRH-X006,UNASSIGNED_MACHINE,2702,5143.95,5086.7,57.25,success,0,0,direct_milling,1005.64,0.093,0,0,15.756,0.936,1.617,0.391
EDGE-001463,BATCH-2025-0101,VAL-001,verified_by,2025-03-18T12:40:29+07:00,EVT-001463,BATCH-2025-0101,blockchain_anchor,traceability,VAL-001,VAL-001,UNASSIGNED_MACHINE,4,5086.7,5086.7,0.0,success,1,0,direct_milling,3371.17,0.252,0,0,15.756,0.936,1.617,0.251
EDGE-001464,BATCH-2025-0101,LAB-X006,quality_checked_by,2025-03-19T06:27:11+07:00,EVT-001464,BATCH-2025-0101,quality_check,quality_check,LAB-X006,LAB-X006,UNASSIGNED_MACHINE,63,5086.7,5086.7,0.0,success,0,0,direct_milling,699.7,0.195,0,0,15.756,0.936,1.617,1.102
EDGE-001465,BATCH-2025-0101,FAC-JTM-001,reprocessed_at,2025-03-21T06:23:43+07:00,EVT-001465,BATCH-2025-0101,reprocessing,reprocessing,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,262,5086.7,4906.13,180.57,warning,1,0,direct_milling,2725.53,0.188,0,1,14.636,0.936,1.617,1.125
EDGE-001466,BATCH-2025-0101,LAB-X005,quality_checked_by,2025-03-21T21:02:29+07:00,EVT-001466,BATCH-2025-0101,quality_check,quality_check,LAB-X005,LAB-X005,UNASSIGNED_MACHINE,61,4906.13,4906.13,0.0,success,0,0,direct_milling,616.77,0.312,0,0,14.636,0.936,1.617,1.066
EDGE-001467,BATCH-2025-0101,MCH-MIL-004,milled_by,2025-03-24T06:18:25+07:00,EVT-001467,BATCH-2025-0101,milling,milling,FAC-JTM-001,FAC-JTM-001,MCH-MIL-004,288,4906.13,3122.84,1783.29,warning,1,1,direct_milling,3068.93,0.217,1,0,14.636,0.936,3.454,0.529
EDGE-001468,BATCH-2025-0101,MCH-GRD-X006,finished_by,2025-03-25T06:29:49+07:00,EVT-001468,BATCH-2025-0101,grading,finishing,FAC-JTM-001,FAC-JTM-001,MCH-GRD-X006,118,3122.84,3038.06,84.78,success,0,0,direct_milling,753.41,0.124,0,0,14.636,0.936,3.454,0.59
EDGE-001469,BATCH-2025-0101,FAC-JTM-001,packed_at,2025-03-26T06:24:47+07:00,EVT-001469,BATCH-2025-0101,packing,packing,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,136,3038.06,3008.04,30.02,success,0,1,direct_milling,829.96,0.188,0,0,14.636,0.936,3.454,0.281
EDGE-001470,BATCH-2025-0101,VAL-X002,verified_by,2025-03-26T16:32:19+07:00,EVT-001470,BATCH-2025-0101,blockchain_anchor,traceability,VAL-X002,VAL-X002,UNASSIGNED_MACHINE,13,3008.04,3008.04,0.0,success,0,0,direct_milling,471.54,0.137,0,0,14.636,0.936,3.454,0.648
EDGE-001471,WRH-X006,TRK-X002,loaded_to,2025-03-27T21:52:07+07:00,EVT-001471,BATCH-2025-0101,loading,logistics,WRH-X006,WRH-X006,TRK-X002,107,3008.04,3007.72,0.32,success,1,0,direct_milling,1746.79,0.036,0,0,14.636,0.936,3.454,0.736
EDGE-001472,TRK-X002,DST-MTR-001,delivered_to,2025-03-29T21:46:21+07:00,EVT-001472,BATCH-2025-0101,distribution,distribution,DST-MTR-001,DST-MTR-001,TRK-X002,1502,3007.72,2989.17,18.55,success,1,0,direct_milling,2767.23,0.06,0,0,14.636,0.936,3.454,0.722
EDGE-001473,DST-MTR-001,RTL-X005,supplied_to,2025-03-31T18:33:19+07:00,EVT-001473,BATCH-2025-0101,retail_delivery,retail,RTL-X005,RTL-X005,UNASSIGNED_MACHINE,400,2989.17,2984.67,4.5,delayed,1,0,direct_milling,1184.97,0.109,0,0,14.636,0.936,3.454,0.671
EDGE-001474,FAR-SSL-015,BATCH-2025-0102,produces,2025-02-04T19:28:00+07:00,EVT-001474,BATCH-2025-0102,harvest,harvest,FAR-SSL-015,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,121,0.0,3030.2,0.0,success,0,0,qc_before_storage,0.0,0.0,0,0,24.98,0.519,0.0,0.519
EDGE-001475,BATCH-2025-0102,FAC-SSL-001,arrives_at,2025-02-06T20:29:00+07:00,EVT-001475,BATCH-2025-0102,weighing,weighing,FAR-SSL-015,FAC-SSL-001,UNASSIGNED_MACHINE,43,3030.2,3019.74,10.46,warning,1,1,qc_before_storage,2820.0,0.075,0,0,24.98,0.519,0.0,0.519
EDGE-001476,BATCH-2025-0102,MCH-DRY-X011,processed_by,2025-02-07T06:16:57+07:00,EVT-001476,BATCH-2025-0102,drying,drying,FAC-SSL-001,FAC-SSL-001,MCH-DRY-X011,434,3019.74,2803.58,216.16,success,0,0,qc_before_storage,501.96,0.055,1,0,16.654,0.249,0.378,0.519
EDGE-001477,BATCH-2025-0102,LAB-X008,quality_checked_by,2025-02-08T08:08:49+07:00,EVT-001477,BATCH-2025-0102,inspection,quality_check,LAB-X008,LAB-X008,UNASSIGNED_MACHINE,62,2803.58,2803.58,0.0,success,0,0,qc_before_storage,1117.86,0.09,0,0,16.654,0.249,0.378,0.618
EDGE-001478,BATCH-2025-0102,WRH-X007,stored_at,2025-02-09T08:03:27+07:00,EVT-001478,BATCH-2025-0102,storage,storage,WRH-X007,WRH-X007,UNASSIGNED_MACHINE,1637,2803.58,2777.51,26.07,warning,0,0,qc_before_storage,1372.63,0.039,0,0,17.03,0.609,0.378,0.267
EDGE-001479,BATCH-2025-0102,MCH-MIL-004,milled_by,2025-02-14T14:29:25+07:00,EVT-001479,BATCH-2025-0102,milling,milling,FAC-SSL-001,FAC-SSL-001,MCH-MIL-004,368,2777.51,1651.52,1125.99,success,1,0,qc_before_storage,5948.98,0.298,0,0,17.03,0.609,1.37,0.857
EDGE-001480,BATCH-2025-0102,VAL-003,verified_by,2025-02-15T06:18:43+07:00,EVT-001480,BATCH-2025-0102,blockchain_anchor,traceability,VAL-003,VAL-003,UNASSIGNED_MACHINE,8,1651.52,1651.52,0.0,warning,0,0,qc_before_storage,581.3,0.055,0,0,17.03,0.609,1.37,0.219
EDGE-001481,WRH-X007,TRK-X005,loaded_to,2025-02-16T14:57:09+07:00,EVT-001481,BATCH-2025-0102,loading,logistics,WRH-X007,WRH-X007,TRK-X005,95,1651.52,1643.53,7.99,success,1,0,qc_before_storage,1950.43,0.069,0,0,17.03,0.609,1.37,0.271
EDGE-001482,TRK-X005,DST-X005,delivered_to,2025-02-17T19:49:22+07:00,EVT-001482,BATCH-2025-0102,distribution,distribution,DST-X005,DST-X005,TRK-X005,1475,1643.53,1637.56,5.98,success,1,1,qc_before_storage,1637.22,0.02,0,0,17.03,0.609,1.37,0.307
EDGE-001483,DST-X005,RTL-X007,supplied_to,2025-02-19T19:07:02+07:00,EVT-001483,BATCH-2025-0102,retail_delivery,retail,RTL-X007,RTL-X007,UNASSIGNED_MACHINE,335,1637.56,1629.33,8.22,success,0,0,qc_before_storage,1362.67,0.203,0,0,17.03,0.609,1.37,0.377
EDGE-001484,FAR-SSL-014,BATCH-2025-0103,produces,2025-02-07T23:58:00+07:00,EVT-001484,BATCH-2025-0103,harvest,harvest,FAR-SSL-014,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,206,0.0,5737.6,0.0,success,0,0,qc_before_storage,0.0,0.0,0,0,27.86,0.334,0.0,0.334
EDGE-001485,BATCH-2025-0103,FAC-SSL-001,arrives_at,2025-02-08T17:24:00+07:00,EVT-001485,BATCH-2025-0103,weighing,weighing,FAR-SSL-014,FAC-SSL-001,UNASSIGNED_MACHINE,51,5737.6,5721.75,15.85,success,0,0,qc_before_storage,840.0,0.197,0,0,27.86,0.334,0.0,0.334
EDGE-001486,BATCH-2025-0103,MCH-DRY-X006,processed_by,2025-02-09T06:25:43+07:00,EVT-001486,BATCH-2025-0103,drying,drying,FAC-SSL-001,FAC-SSL-001,MCH-DRY-X006,830,5721.75,5324.11,397.63,success,0,0,qc_before_storage,452.73,0.31,1,0,18.059,0.136,0.34,0.563
EDGE-001487,BATCH-2025-0103,LAB-X007,quality_checked_by,2025-02-10T18:03:40+07:00,EVT-001487,BATCH-2025-0103,quality_check,quality_check,LAB-X007,LAB-X007,UNASSIGNED_MACHINE,90,5324.11,5324.11,0.0,success,0,0,qc_before_storage,1307.95,0.144,0,1,18.059,0.136,0.34,0.777
EDGE-001488,BATCH-2025-0103,MCH-DRY-X001,reprocessed_by,2025-02-13T06:15:10+07:00,EVT-001488,BATCH-2025-0103,re_drying,drying,FAC-SSL-001,FAC-SSL-001,MCH-DRY-X001,384,5324.11,5156.0,168.11,warning,1,1,qc_before_storage,3227.51,0.244,1,1,14.377,0.002,3.613,0.985
EDGE-001489,BATCH-2025-0103,LAB-X007,quality_checked_by,2025-02-14T06:54:11+07:00,EVT-001489,BATCH-2025-0103,quality_check,quality_check,LAB-X007,LAB-X007,UNASSIGNED_MACHINE,62,5156.0,5156.0,0.0,success,0,0,qc_before_storage,1095.01,0.227,0,0,14.377,0.002,3.613,0.029
EDGE-001490,BATCH-2025-0103,WRH-SSL-001,stored_at,2025-02-15T08:39:28+07:00,EVT-001490,BATCH-2025-0103,storage,storage,WRH-SSL-001,WRH-SSL-001,UNASSIGNED_MACHINE,3460,5156.0,5142.29,13.71,success,1,0,qc_before_storage,1483.28,0.122,0,0,14.97,0.298,3.613,0.057
EDGE-001491,BATCH-2025-0103,LAB-X008,quality_checked_by,2025-02-19T17:01:11+07:00,EVT-001491,BATCH-2025-0103,quality_check,quality_check,LAB-X008,LAB-X008,UNASSIGNED_MACHINE,91,5142.29,5142.29,0.0,success,1,0,qc_before_storage,2801.71,0.216,0,0,14.97,0.298,3.613,0.71
